,spot,pos_summary
56,熊野神社（東京都葛飾区）,"1. 貴重な文化財がある
・徳川氏の参拝の歴史などご利益を感じるものが非常にある
・銅製の願掛け撫で牛が印象的

2. 雰囲気が良い
・こじんまりとしているので、お祈りがしっかりできる
・園内に入るときりりとした気持ちになる
・立派な建物と境内があり、趣がある

3. リフレッシュできる
・リフレッシュで近くに来られたら是非寄ってみてください
・小さなお寺を回るのが好きな方にはおすすめ
・散策にもよい"
57,清洲城,"1. 場所
・映画「清州会議」の舞台であり、出演者の痕跡が残っている
・五条川沿いの桜並木が美しい

2. 歴史
・織田家ゆかりの由緒正しいお城
・織田信長の居城であったこと

3. イベント
・お祭りやイベントが行われ、歴史的な雰囲気を楽しむことができる
・周辺にはお土産売り場があり、地元のボランティアの方による紙芝居がある

4. 庭園
・庭が美しい
・枯山水風庭園など、見所がある

5. 建築
・平成元年築のコンクリ造りで、モダンな雰囲気
・桃山時代の建築様式を想像して設計されている

6. サービス
・アクセスしやすい
・入園料が安くておすすめ"
58,南紀勝浦温泉,"1. 温泉の特徴
・露天風呂から海が丸見えで気持ちよい
・硫黄のにおいが強い温泉で肌の調子がよくなる
・洞窟温泉は迫力があり素晴らしい

2. 温泉施設の雰囲気
・お宿のホテル浦島は雰囲気が良く温泉も良い

3. 温泉体験の特徴
・温泉のテーマパークみた感じで非日常を味わえる"
59,生石高原（和歌山県有田川町）,"1. 自然
・大きな草原があり、子供も思い切り走り回れる
・ススキの草原で感動する

2. 空気
・空気もおいしい

3. 季節ごとの特徴
・秋の風が心地よい

4. 眺望
・360度の眺望が楽しめます

5. 気候
・晴天で気持ちよかったです"
60,十和田湖遊覧船,"1. 料理
・きりたんぽが美味しい
・B級グルメを昼食に取れる店がある

2. サービス(案内、接客、ガイド)
・船内のアナウンスが子供たちにとって興味深い
・十和田湖の成り立ちや自然の魅力が案内される

3. 景色
・遊覧船の景色が良い
・湖面は穏やかでゆったりと遊覧できる

4. フォトスポット
・船内の席やデッキで写真を撮ることができる
・湖上に出ないと見られない景色がある

5. 季節の特徴
・山肌や岩肌に荒々しい面があり、新緑の季節もおすすめ
"
61,道成寺,"1. トピック
・清潔さ
・釣り鐘饅頭の美味しさ

2. トピック
・観光名所としての道成寺
・釣鐘まんじゅうのおすすめ度

3. トピック
・巻き絵を使った物語の面白さ
"
62,りんくうタウン,"1. ショッピングモール
・お手頃価格で多様なお店が揃っている
・アウトレットで買い物が楽しめる
・関西空港の近くでバスでアクセスしやすい

2. 施設とアクティビティ
・広大な敷地に多数のアウトレットのお店がある
・公園、観覧車、温泉、飲食店の他にも様々なアクティビティが楽しめる
・関空や海を一望できる高層階のお店がある

3. 季節ごとのイベント
・夏季にはビアガーデンや花火大会が開催される
・セール期間以外にも各店舗ごとにお得情報がある
・海沿いの公園で結婚式のロケーションフォトがおすすめ

4. レストランとサービス
・飲食店や各国料理店が揃っており、料理が美味しい
・サービスも良く、買い物や食事で一日楽しめる
・アウトレットで買い物をした後にスーパー銭湯でリラックスすることもできる"
63,由布院温泉,"1. 温泉
・由布岳を眺めながらの贅沢な温泉
・泉質が良く、趣のある温泉がたくさんある
・温泉が気持ちよく、疲れが取れる

2. 町並みと店舗
・町並みが素敵でおしゃれな店舗がたくさんある
・サイクリングや自然が楽しめる
・道の駅が面白い

3. 宿泊施設
・温泉宿や宿泊施設が充実しており、リラックスが感じられる
・料理の美味しい宿や立派な宿が複数ある
・由布岳を眺めながらの露天風呂が至福

4. 食事とスイーツ
・スイーツやパン屋さんなど美味しい食べ物が楽しめる
・温泉の泉質が良いのに立ち寄り湯もリーズナブルでありがたい

5. 季節ごとの特徴
・春は緑の岡や由布岳、田園風景が美しい
・贅沢な旅に最適な温泉地
・由布院温泉は元気が出る"
64,アートプラザ,"1. 建築
・アートな建築物が他にない感じで素敵
・磯崎新氏の建築模型や資料が多数展示されており、建築に興味がある人なら楽しめる

2. 展示物
・かっこいい展示物が多い

3. アクセス
・無料でアクセスしやすい"
65,大神（おおが）ファーム,"1. サービス
・広い園内は犬連れの方にも適しています
・レストランやお土産屋があり、楽しめます

2. 飲食
・レストランで食べたパスタがとても美味しかった

3. 設備
・ハーブやお花、ラベンダーがたくさんある
・お花や草木がお手入れされていて良かった"
66,稲積水中鍾乳洞,"1. 鍾乳洞の雰囲気
・鍾乳洞以外にも仏像や白蛇、合鴨がいた
・底が見えないほど深い池の上を通るときにヒヤヒヤする

2. 水の豊富さ
・水が豊富で洞内は水であふれていた
・16℃というひんやりスポット

3. 貸切状態
・貸切状態でゆっくり見ることができた

4. ライトアップ
・鍾乳洞の中は青くライトアップされていてキレイ"
67,猿沢池,"1. 風景
・猿沢の池の風景が美しい
・五重塔が猿沢池に映っているのが素敵です
・しだれ柳に池、ライトアップでとても素敵なシーンでした

2. 休憩スポット
・町の中で休憩できる場所がある
・寺巡りの途中で、休憩できます
・ベンチがあり、休憩に使える

3. 施設・サービス
・カップルで一周歩くのがいいかな
・写真撮影や絵描き、鳩に餌をやるなど、マッタリできる場所
・無料の案内所や綺麗なトイレがある

4. 飲食
・亀がたくさんいて、麩のえさをあげられます
・ソフトクリームや有名なお餅が近くにある

5. 季節ごとのイベント 
・夜になるとライトアップされ、昼とは異なる表情を見せる
・幻想的でした
・周囲に旅館や散歩コースがある"
68,鶴居ノーザンビレッジホテルTAITO,"1. 温泉
・温泉の香りが良く、気持ち良い温泉
・濃い焦げ茶色の温泉でつるつるして、質感がある
・お湯は茶褐色のすべすべ系で熱くもなくぬるくもなく、最高

2. 飲食
・夕食はボリューム・味とも満足
・朝食は運動したあとは一段とおいしく
・お風呂上がりのソフトクリームは格別

3. 設備
・一人用のお風呂がある（男性の露天風呂のみ）

4. 特徴
・キラコタン岬は絶景"
69,日塩もみじラインの新緑と紅葉,"1. 季節ごとのイベントや特徴
   ・6月の初めに通りました。新緑で気持ち良く走れました。
   ・道路の周辺の紅葉はこれからのせいか交通量も少なく、ドライブしやすい道路でした。

2. 見どころ
   ・山頂から筑波山、日光白根山等見渡せます。
   ・緑豊かな木々の中のドライブは気持ちがいいものです。

3. アウトドアアクティビティ
   ・1時間程度のトレッキングコースもあります。"
